评论,score
模仿秀吗 感觉模仿谁,0.8468819379451156
确实 比自己做都便宜,0.8400838524489164
科普一下 预制菜最大的问题是滥用难以自然代谢的添加剂 所以配料表 干净 的预制菜确实没什么问题 也就是维生素因为长期冷冻流失严重而已 滥用添加剂的预制菜通常价格更低味道更好 多翻翻带图的商品评价是辨别方法之一 然而这本应该是由法律承担的监管职责,0.9996922809953884
比学校好吃 没开玩笑,0.8884058713207101
我们学校吉祥馄饨 直接不演的 当你面拿出来速冻水饺,0.9878951477762642
最传统正宗的鱼香肉丝就是酸甜辣 因为需要泡椒来把酸甜味转化为鱼香味 但是后来传到外地很多人不吃辣椒的 就去掉了辣椒 就成了糖醋肉丝 就有很多人生下来就以为糖醋味就是鱼香味 但正儿八经的鱼香味是指的糖醋泡椒,0.6521348250804794
店铺倒闭 剩下的预制菜包吃了一年多 山东某厂做的咖喱鸡和番茄牛腩绝了,0.5971811098727964
我可太 喜欢 下次一定了,0.5402327422347504
对好呜呜,0.6558628208940429
可爱的拉泽哥,0.7921244624821236
人类不宜飞行_,0.8777993895097295
要是大家放下情绪去看待料理包这个食品工业化进程道路上的存在合理性的话 用唯物辩证法的角度考虑下 它存在和兴起的土壤是足够的 在中餐西餐的区别来说中餐里适合搞中央厨房 预制菜料理包的菜品 从八大菜系里挑 总会有合适的几个并且好控制品质的 毕竟我们不是吃鸡翅薯条那些当正餐的 视频里出现那些菜品多年后估计剩不了多少 个人感觉举例番茄炒蛋很适合 番茄品种采购 鸡蛋品控也好搞 烹饪难度和杀菌包装那些稍微管控下未来还是可以不用操心太多 至于那个酸菜肥肠简直就是无语系列 2个都很难品控的东西差距多大也确实够客观 何况肥肠好吃的做法我好歹是个川渝地区人士 还是吃过不少 哪怕江油肥肠系列或者这边长寿肥肠的都比什么酸菜肥肠更适合 我这边重庆的例如火锅系列的早就有自热锅之类的解决方案因此料理包不可能在这类上发力太多 因为商家只需要控制火锅底料和菜品的一些预处理就够了 同理的还有螺蛳粉 没人会考虑买一袋连汤带水的螺蛳粉来加热即食 还是自然会水煮自己加作料配料 预制菜料理包的工业化发展早晚都要走这些歪路 就是兴起了之后个个老板都觉得有钱赚 小作坊或者法律条款待完善的监管不严 添加剂焦虑新闻多 zf方面想推进一点都难如登天 我是很期待将来料理包和传统饮食共存那天 各有各的优势 我也不会去买鱼香肉丝麻婆豆腐之类的料理包因为我在这边还有做这个的厨师和餐馆,0.9995313891184455
手机刚刚做到全民普及 从城市到农村 的时候 大家都说手机放在枕边会影响大脑健康,0.9969678206935264
碉堡的鸡爷 那他最好这样,0.6468877157293378
预制菜是不太喜欢进学校的 五星酒店吃到预制菜的概率比在学校吃到的概率都要大,0.7856872744522297
说实话 看着卖相已经超越了很多日本的中餐店了 如果不是不能常温运输 我真的想寄几箱到日本吃,0.7667014563155915
所以我现在点外卖都不吃炒菜了,0.5712662596265247
感恩试毒的小拉泽,0.7897885935981256
我去 1000 人正在看,0.7151894100545805
川菜,0.7458258342590303
比方便面好,0.5627183301037374
简单菜还是自己做感觉比较好 有那种做饭的喜悦感 但我也会买一些预制酸菜鱼 还挺好吃的,0.9882914057223725
毕竟老板开店也要赚钱 这是别人的谋生手段 表示理解,0.8344463060588759
这预制菜怎么跟我们学校食堂长的这么像,0.5713804343699027
弹幕给我看笑了 一堆一点生活阅历没有的玩意搁着指点江山,0.6519756933421513
有的人从来不看配料表 看到这种预制速食食品就狂刷科技 辛吉飞这小丑一个劲的制造群众恐慌 早该封杀了,0.578948071631775
放弃外卖才是正道 要么自己做 要么直接买预制菜 骑手 店家 平台 中间商太多了,0.5402953318692103
九古璃 多划拉几下 其他评论那么多推荐的,0.5188523101680245
小白March9th 你倒是推荐呀,0.7496510850221098
这是敬汉卿徒弟吧,0.73374758656285
还不错,0.8830153175079881
品控很关键,0.909897433428417
前几天爆出来的陆家嘴买的那几块毒地 盖了三年 学校都盖好了 人家外国人来验收检查出来土里的致癌物超过正常的五十多倍 我不知道在哪里每天用手接触土地的农民工怎么办 整整三年,0.9853977948244377
你试试看备注呢 比如改变辣度 或者不要里面某样菜 改不了的就是料理包,0.8433411437631176
能不能出口一点到英国啊 我觉得这边更需要,0.8033481378761355
没有垃圾的产品 只有垃圾的价格 这句话在食品行业依然受用,0.5477733666332115
每日日常带手套,0.9851093782637141
你说得对 但是老坛酸菜必须用汗脚 这滋味 才酸爽,0.7781257115253467
青岛啤酒也比别的杂牌啤酒香味更浓 毕竟老牌国货大品牌,0.9993595649863144
up一直给我一种话很多但又没什么文化只能咋咋呼呼的感觉,0.5475295454912648
预制菜我持这样的态度 便宜的外卖或者像我一样的打工人下班做饭用太多时间 自己存一些新鲜的 没有问题 节省时间和钱 但是要在中小学和幼儿园推广我是绝对反对的 孩子们吃进嘴里 但是永远不知道这个预制菜是新鲜的还是临期的 预制菜的产出量绝对是非常非常大的 而且存储时间很长 至少6个月以上吧 卖不出去的那些 就会流通到看不到生产和保质期的地方去 外卖我能理解毕竟价格会便宜 咱们都心知肚明 但是学校 我们就不知道了 还好我老家那边的小学 每个月学校都会邀请家长代表在不通知送餐公司的情况下突击送餐公司的后厨 不能百分百保真吧 但是放心很多了 学校还有每日留样,0.9999966066190219
不点赞我可太舒服了,0.9633444084928314
应该不是龙虾尾的软广吧 不然后面的测评也没人敢信了啊,0.8871036329357194
现在南城香和合谷不都是料理包,0.7658999985880267
超市,0.7304347826086958
每一个都和我学校食堂的饭一摸一样 长相 我现在真的怀疑我吃了四年的预制菜 倒不是害怕 而是觉得自己亏了,0.5025115376138628
不是预制不预制的问题 外卖就少吃 我亲身体会的 前两年工作问题一直吃外卖一段时间 今年几乎都是自己煮饭吃 身体感觉和气色 真的不一样,0.8278589594305011
以后会进化成糊糊 这么看起来 印度糊糊领先我们100年,0.9811774295837671
拉子很高产,0.6254977536568369
江西小炒好吃,0.5545187442303265
拉泽拉泽 可以测评一下各大店铺的零食大礼包吗 辣卤的 想看看性价比如何 对比单买散件 同种类型啥的又有哪个好 哪个比较坑爹,0.8989018223251192
拉泽哥 可以白嫖此视频吗,0.5443998812093885
像没消化完的产物,0.7190617110422166
为什么拉子每次吃到难吃的东西都可以一点表情都没有然后说出 好难吃呀,0.5227040949576682
所以我点外卖都是点见过的有实体店的 活着快餐 那种新店从来不点,0.9282306723154339
新鲜的,0.5409836065573773
太快啦,0.5438829062228017
好早 哈哈哈,0.9177436047142747
来了来了,0.8333333333333333
拉子可爱捏,0.7742997778127416
第一个来的,0.5242466112163107
第一,0.5503512880562061
尽量吃新鲜食物食品,0.7399174907855335
talefw 好的好的,0.7464499757749433
回去读小学,0.9048834201110411
九州厨子的料理包我经常买 好吃 而且配料表干净,0.8133191195170976
笔记 省流,0.816360890622451
辣的能掩盖某些味道 还是少吃吧,0.5179912001509155
好吃就行 健不健康的纯属马后炮了 正常人连维持正常基础摄入糖盐都做不到 一两勺就超标的情况下谈健康实属多虑,0.9920100688895533
真不喜欢拿预制菜健康说事情的 学了两年营养膳食只后对这些早就看淡了 只有无知者还在叫嚣,0.7680151283571574
虽然但是有的预制菜买回来自己做还挺方便的 就是有一种感觉也很好吃 偶尔吃一下感觉还OK,0.7425277929995142
每天花个半小时去附近的小炒店里点现炒的菜不好吗 就这样我家里人还说不健康 不卫生自己做才最健康放心 我家亲戚都这样 连我大伯现在年纪上来了 在外面做工都回家自己炒菜 说外面的炒菜不健康,0.9632032856067891
本来已经点赞了 既然拉泽哥又要了一个赞 那就再给一个吧,0.9567151943734126
呆毛狐狐 没那么难吃 就是正常外卖的味道,0.9793980323266366
之前评论区的言之凿凿猪脚饭猪肘饭 绝对没有料理包 放尼玛的屁 我前几天点了一个 问送餐的骑手 他们是不是正经的餐馆 骑手说 没有堂食 现在做外卖的搞堂食的少 这是他原话 然后我让他给我介绍了一个正经餐馆 以后就点那家了,0.7118611749716075
5000人同时观看 4000个赞 不愧是拉泽,0.9999708811180001
咀嚼能不能把嘴巴他媽閉上 吧唧嘴噁心死了 最討厭跟這種人一起吃飯,0.8917467653951675
看过ip 建议别评测辣味的东西 感觉过于夸张了,0.6999039726761807
失落兔wwwwhere,0.9966586313166176
人才 戴好手套用没戴的去拿,0.9955575548984508
笔记 年夜饭,0.7642109438026377
拿来当应急食品还是不错的,0.9272513001490407
新美香的还不错的,0.9911896355761216
不反对预制菜 本质上方便食品都是预制菜 问题在于有时间的自己做更好味 没时间的点外卖就行 再省些速冻饺子 方便面 预制菜到底谁吃,0.5675906259139535
外卖还得是麦当劳,0.8576145111806531
建议全国的幼儿园们优先引进食用,0.6272972437195522
你流量好大啊,0.6371162528700396
这全吃完 人没了,0.5321380391311793
目前中国的预制菜市场服务的对象具体是哪些 预制菜的安全质量程度究竟如何 对预制菜在市场 餐厅 学校 外卖 等的普及达到了什么程度 中国的预制菜市场未来发展趋势是什么,0.9999074427878062
有什么问题,0.5262327818078083
高盐怎么说 还健康,0.7068891110133859
之前我guyan的吃了半年多 确实很不错 不知道还有没有更好的,0.8787046604314257
便秘表情,0.6638710739546316
好我看完了 x宝启动,0.7732616903171902
点外卖的是韭菜 还是送外卖的是韭菜 送外卖的看到了 会不会自己开店 自己送餐,0.9055343605719536
你的手套是用来看的对吧,0.5618565332226944
真功夫,0.6319080559748471
预制菜和冲泡米饭陪伴本穷b很久了,0.8977310724074318
卧槽,0.5
从来不穿裤子的小拉泽,0.8534465556194423
饭菜肯定自己做,0.8431565638963128
CipherK,0.5
Z美美子,0.8303308612048839
心动了 去买点预制菜包回家吧,0.6520496792494611
关注你好久了 你的视频超喜欢,0.9157758967385905
叫什么呜呜我也想买,0.8752090552187864
小小剑061,0.8587380414712867
感谢up排雷,0.6683202541037561
月亮不甜_,0.8507320935932796
那个小炒黄牛肉和我大学在校园点的一家外卖一模一样 里面有好多的蒜粒 我每次都特地备注不要加蒜 但每次到手打开还是一堆蒜 感情我吃的一直是料理包 十七八块一份对于大学生来说还是有点小贵的 真黑心啊,0.9941996422653417
学校附近的小店用预制菜做盖饭 15一份贵吗,0.5638175218926733
暴利,0.5
外卖早就用这个了 多少年了,0.7642968946032409
被你逮到了哈哈哈哈,0.855948838728563
这比我自己做的好多了,0.6512666500341503
淘宝买五六块一包 挺不错,0.9112430466335583
白嫖使我快乐,0.9610955132289901
我喜欢从人性的角度去分析 人性逐利 所以预制菜上了台面 肯定会有人做更加劣质的预制菜 劣币驱逐良币 如果没有国家宏观 管制 这种效应必定会愈演愈烈 现在很多人在抵制预制菜 好歹还有点作用 会有人去盯着他们 当预制菜成了家常便饭 谁知道里面又会添加点什么 所以不要以为 抵制预制菜就等于没有预制菜 反而是抵制预制菜可以让预制菜的生产以及食品安全监管方面都更加严厉,0.9809869930823585
预制菜说白了 目前为止还处于一种不坑穷人的状态 低线城市卖这个亏本 便宜的外卖 用了这个也不亏,0.7080335596287392
这个龙虾尾我吃过 确实不难吃 和现做的不能比 尺寸比较小 但是确实越吃越带感 味道也好吃,0.9843123424105265
十年前就在吃的军用自热米饭也是预制菜 真没必要妖魔化 健康卫生营养就行了 口感是最没用的东西,0.7313299934338482
福建预制菜外卖十分严重,0.6407763191912358
跟我学校的一模一样 我还经常吃,0.9289070535769105
福建淳百味全是,0.5166941455773615
都吃外卖了 以为会很干净吗,0.6991928973480581
沦落到吃5块钱的料理包还要啥口感啊,0.7613487169046731
吃虾尾时 手套好像戴了 又好像没戴哈哈哈,0.9945488509501267
现在外卖十家有九家都是这些 剩下的大部分是冻货,0.5491932382407229
会做饭的人才会更会享受生活,0.9262707311251817
神君sj,0.914689410061843
对于我这种独居单身大龄打工狗男人 还是很有吸引力的,0.9492060249239549
会做饭的人才能更好的享受生活,0.9452046661278027
大伙儿注意配料表了吗 基本上没有食品添加剂 防腐剂 但保质期都是一年 这是当大伙儿都是傻子呢,0.9253821201320483
口音正确是哪里的口音,0.9844290326144228
马德今天才知道 我吃的青椒肉丝怪不得每次味道一摸一样的 我还夸老板技术好,0.7715684429247858
说预知菜没有问题的 你们就多吃点 从今晚开始吃 让各种防腐剂腌投你们 然后不久的将来 我相信你们的医药费会比生活费高的 病从口入这句话真的是一点毛病没有 加油吃 可劲吃,0.5830614241086189
肉发死是什么样的口感,0.6820901570856495
现在呢外卖真的越来越难吃了,0.7383175389554356
海底捞里面小吃都是这样的,0.9720431714462918
预制菜最少四五年前就有了 怎么最近才纷纷讨论呢,0.6763283060054321
他的手机是啥的呀,0.559322033898305
有的但是不看价格 其实还可以,0.518022871264698
百灵鸟,0.6110062900136304
我食品专业研究生 真心觉得预制菜行业可以侧面反应一个国家的发展程度 当预制菜发展到人人买的起人人吃的放心哪哪都买得到 那说明国家发达程度已经相当可以了,0.9996193397668353
关键是学校食堂真不好吃啊,0.894158651907818
预制菜比不了大厨 大厨做的真的太好吃了 而且还有好多好多没见过的新菜 刚出锅的口感真的很爆 油盐刚刚好 健不健康暂且不论 在好吃这方面想要和大厨打平手在段时间是不可能了 现在的预制菜 比我做的好 但是油盐都很重 口感又是复热的 真不是很行 也就现在价格不高,0.6513801099505906
预制菜分三六九等 大厨级别的味道能做得出来 只是资本认为不会有多少人买单所以没去研发而已,0.8273747032597355
猫尾草 维持在一定利润不抬价这种事情随着市场不断发展是很难长期存在的,0.8394374711297552
我怕的是预制菜全面铺开后 利用自身的成本优势与资本优势 冲击餐饮业 类似于垄断 我们的餐饮 现制菜 可能会逐渐式微 菜品多样性减少 很多菜品失传 不适合制成预制菜的 或预制菜资本进行不良竞争 压制价格 利用资本占据市场份额 最后 人们开始从可选择预制菜到只能选择预制菜 中华饮食文化变为工业食品文化 饮食变为资本又一个工具 个人的一点点担心 欢迎讨论 质疑与批评,0.9999999265382354
当一个文化不符合时代发展的需要 那么被淘汰是必然的结果 美食 只要他够好吃就不可能失传 预制菜代替不了真正用心做菜的厨师 只能代替同样是预制菜的西式快餐的地位,0.976875252225771
忧桑の風 他考虑的是资本是否会为了过度追逐利益 而用劣币驱逐良币 资本是能异化一切的 当时代的发展都被资本异化了的时候 你所说的理论还能成立吗,0.999998785835231
餐馆打出标签 现制菜 明厨 就赢了,0.6678711002995528
Ace ATR 大聪明大家快过来看,0.8253088209446897
秒懂百科二世 现做的 你要有空闲时间 现在的生活节奏快的很 根本没有时间做 你中午两个半小时的休息时间 做个饭在把饭吃了没有一个多小时别想了 有那个时间不如多睡一会,0.8930233697164961
可是麦当劳本来就是快餐店啊 和饭店是两种分支,0.9589367072255387
农村的那种流水席食材都是主人家买的 厨房都是开放的 比城里的大酒店干净多了好吧,0.9348212341449958
任谁花了一份手擀面的价钱买到一碗泡面吃都会不满意的好伐 同理任谁花了一辆奥迪的钱结果卖家卖你的是奥拓他能满意吗,0.6075173561679315
别说预制菜了 连亲戚朋友请吃席我都不想去了 除非是那些正规的酒店 可能还有点好吃的 不然外卖都可以点到全国的美食了 甚至是全世界的 或者自己去商城里可以随心所欲的选择 这个时代有太多的东西可以被替换了 感觉我00后可能还会被老一代束缚 下一代估计就不会了 吃席和别的东西都可能变成历史了,0.7334499628443651
都是价格问题 你一袋卖100大伙纷纷抵制 一袋1块大伙只会叫好 方便面这么多年来不就好好的,0.7076482590166545
什么万亿市场 本质就是资本去小餐厅工作人员的饭碗里抢钱 客户还并不愿买单 预制菜应该像压缩饼干一样 要有 但不应该泛滥,0.599686315578015
知情权很重要,0.6497584235794808
我不排斥预制菜 我排斥把预制菜当现炒 我怕以后吃不到现炒 去哪都一个味 最主要的是监管监管监管 食品卫生安全这个至关重要 还有就是规模化生产后市场定价明了 会不会出现垄断 没得选择价格还高那就太棒啦,0.7105644885951549
能用信息差赚钱的仔细想想 普通人应该挺难的,0.648650307369227
预制菜可以吃 但得看怎么吃 什么时候吃 食客付出了现炒菜的代价却获得了预制菜的体验 这是不能让人接受的 什么场合该吃预制菜 什么场合不该 这也是应该深刻关注的 毕竟对于中国人来说 饮食不仅是一种生存的行为 也是一种有深厚底蕴的文化,0.9999999641593671
bili_33757115851,0.5
预制菜 本来就是一个很广的概念 很多网友抵制的那叫 料理包,0.693580952563907
那就不叫预制菜了 叫厨房工厂 没有防腐剂也就和豆奶差不多,0.9104350280899478
笔记 发明一个东西是为了让用它的人变得更好 而不是让卖它的人变得更好,0.9428718658927988
你说的对 选择权也很重要 社会上消费者知情的情况下可以选择吃或不吃 但是预制菜进校园 学生有选择权吗 可以选择不吃吗 好多新闻爆出学生不吃学校的饭 中午不让进教室 甚至不让进校园 这是什么样的学校,0.9998827225227015
闷骚小苹果 加班是自愿的 现在连吃饭也自愿了 资本垄断那套 预制菜我自己买来加热在家吃好了 也可以现在买菜自己做 预制菜价格也不低吧,0.9628419968785161
up好有责任心 关注了,0.8862093529781225
中国食品报融媒体 感觉不如今晚2100在线,0.7160067792312135
某天朝的中二少年 我也是觉得 好多矛盾兜兜转转都会转到房价上,0.9873117377433176
笔记 这句话是不是有错别字 含 应该是 寒,0.8473644630649241
过期报纸要不要,0.5806777786853257
中国食品报融媒体 我现在就要看下个月的报纸,0.9340317174672571
最后一句本身就体现了实际上大众对预制菜是有偏见的 这种非理性的偏见需要时间来消解,0.5223817110681482
我自己住 吃的就是那种预制菜 米饭也是预制的 冲泡米饭 图个方便 微波炉5分钟 就能吃了 还挺好吃 其实价格不算便宜的 一包吃不饱需要两包 加起来合计十块钱左右 相比于自己做成本还是高了些 主要是图方便 配料表也没有添加剂 就油盐酱醋这些 有些牌子会有添加剂 我挑的这个没有 对于我来说非常之方便 再也不用叫外卖了,0.8908065935747006
